instrument,datetime,nb_hold_pct,nb_hold_mv,nb_hold_pct_chg,nb_net_buy_ratio
SH601618,2024-08-16,,,,
SZ000776,2024-08-16,,,,
SZ300568,2024-08-16,,,,
SZ300866,2024-08-16,,,,
SH600763,2024-08-16,,,,
SH600109,2024-08-16,,,,
SH605111,2024-08-16,,,,
SH601966,2024-08-16,,,,
SZ002654,2024-08-16,,,,
SH601928,2024-08-16,,,,
SH603596,2024-08-16,,,,
SZ301316,2024-08-16,,,,
SH603228,2024-08-16,,,,
SZ300957,2024-08-16,,,,
SZ300251,2024-08-16,,,,
SZ000521,2024-08-16,,,,
SH603298,2024-08-16,,,,
SH600549,2024-08-16,,,,
SH603198,2024-08-16,,,,
SH688276,2024-08-16,,,,
SZ301269,2024-08-16,,,,
SH600392,2024-08-16,,,,
SZ002335,2024-08-16,,,,
SH601877,2024-08-16,,,,
SH601016,2024-08-16,,,,
SH600703,2024-08-16,,,,
SZ300197,2024-08-16,,,,
SH688139,2024-08-16,,,,
SZ300323,2024-08-16,,,,
SZ000703,2024-08-16,,,,
SZ300456,2024-08-16,,,,
SH601788,2024-08-16,,,,
SH601677,2024-08-16,,,,
SH603005,2024-08-16,,,,
SZ300070,2024-08-16,,,,
SH603185,2024-08-16,,,,
SH601168,2024-08-16,,,,
SH600674,2024-08-16,,,,
SZ000629,2024-08-16,,,,
SH600901,2024-08-16,,,,
SH601077,2024-08-16,,,,
SZ002074,2024-08-16,,,,
SH688772,2024-08-16,,,,
SZ300573,2024-08-16,,,,
SZ000628,2024-08-16,,,,
SZ300346,2024-08-16,,,,
SH601006,2024-08-16,,,,
SH600115,2024-08-16,,,,
SH688120,2024-08-16,,,,
SZ002493,2024-08-16,,,,
SZ000009,2024-08-16,,,,
SH603187,2024-08-16,,,,
SZ000651,2024-08-16,,,,
SZ300999,2024-08-16,,,,
SZ000723,2024-08-16,,,,
SH600298,2024-08-16,,,,
SZ001979,2024-08-16,,,,
SH600737,2024-08-16,,,,
SH600887,2024-08-16,,,,
SZ000922,2024-08-16,,,,
SH688608,2024-08-16,,,,
SZ002008,2024-08-16,,,,
SH688777,2024-08-16,,,,
SH688002,2024-08-16,,,,
SZ002603,2024-08-16,,,,
SZ002372,2024-08-16,,,,
SZ000783,2024-08-16,,,,
SZ002739,2024-08-16,,,,
SZ000591,2024-08-16,,,,
SH600511,2024-08-16,,,,
SZ002049,2024-08-16,,,,
SH600919,2024-08-16,,,,
SZ300762,2024-08-16,,,,
SH601989,2024-08-16,,,,
SZ002244,2024-08-16,,,,
SZ300079,2024-08-16,,,,
SZ000792,2024-08-16,,,,
SZ000899,2024-08-16,,,,
SZ300073,2024-08-16,,,,
SH600030,2024-08-16,,,,
SH600875,2024-08-16,,,,
SZ000338,2024-08-16,,,,
SZ002532,2024-08-16,,,,
SH601298,2024-08-16,,,,
SH603568,2024-08-16,,,,
SZ002850,2024-08-16,,,,
SZ300769,2024-08-16,,,,
SZ300003,2024-08-16,,,,
SZ301071,2024-08-16,,,,
SH600023,2024-08-16,,,,
SZ000598,2024-08-16,,,,
SH600916,2024-08-16,,,,
SZ002304,2024-08-16,,,,
SZ002192,2024-08-16,,,,
SH601000,2024-08-16,,,,
SH688187,2024-08-16,,,,
SH600872,2024-08-16,,,,
SZ001286,2024-08-16,,,,
SZ300777,2024-08-16,,,,
SH600039,2024-08-16,,,,
SH603019,2024-08-16,,,,
SH600789,2024-08-16,,,,
SZ300098,2024-08-16,,,,
SZ300751,2024-08-16,,,,
SH601555,2024-08-16,,,,
SZ300776,2024-08-16,,,,
SH600660,2024-08-16,,,,
SZ000027,2024-08-16,,,,
SZ002415,2024-08-16,,,,
SZ000980,2024-08-16,,,,
SZ002472,2024-08-16,,,,
SZ300122,2024-08-16,,,,
SH603899,2024-08-16,,,,
SH601162,2024-08-16,,,,
SH600835,2024-08-16,,,,
SZ000712,2024-08-16,,,,
SH600021,2024-08-16,,,,
SZ000831,2024-08-16,,,,
SH601001,2024-08-16,,,,
SZ000938,2024-08-16,,,,
SZ002385,2024-08-16,,,,
SH688271,2024-08-16,,,,
SZ300212,2024-08-16,,,,
SH600595,2024-08-16,,,,
SZ000425,2024-08-16,,,,
SH600704,2024-08-16,,,,
SZ002465,2024-08-16,,,,
SH600061,2024-08-16,,,,
SZ300450,2024-08-16,,,,
SZ300014,2024-08-16,,,,
SZ000625,2024-08-16,,,,
SH600642,2024-08-16,,,,
SZ000733,2024-08-16,,,,
SZ300782,2024-08-16,,,,
SH600702,2024-08-16,,,,
SZ002653,2024-08-16,,,,
SH603288,2024-08-16,,,,
SH600031,2024-08-16,,,,
SZ002756,2024-08-16,,,,
SZ000100,2024-08-16,,,,
SZ000875,2024-08-16,,,,
SH603816,2024-08-16,,,,
SZ002078,2024-08-16,,,,
SZ300124,2024-08-16,,,,
SH600104,2024-08-16,,,,
SH601155,2024-08-16,,,,
SZ300438,2024-08-16,,,,
SH600170,2024-08-16,,,,
SH603129,2024-08-16,,,,
SZ002572,2024-08-16,,,,
SZ000547,2024-08-16,,,,
SZ002232,2024-08-16,,,,
SH601689,2024-08-16,,,,
SH601868,2024-08-16,,,,
SH601918,2024-08-16,,,,
SZ000630,2024-08-16,,,,
SZ000089,2024-08-16,,,,
SH600570,2024-08-16,,,,
SZ002138,2024-08-16,,,,
SH601615,2024-08-16,,,,
SZ002466,2024-08-16,,,,
SZ000737,2024-08-16,,,,
SH600027,2024-08-16,,,,
SZ002459,2024-08-16,,,,
SH688041,2024-08-16,,,,
SH603345,2024-08-16,,,,
SH603290,2024-08-16,,,,
SZ300339,2024-08-16,,,,
SH600060,2024-08-16,,,,
SH601088,2024-08-16,,,,
SH600132,2024-08-16,,,,
SH600009,2024-08-16,,,,
SH600399,2024-08-16,,,,
SH600011,2024-08-16,,,,
SH600415,2024-08-16,,,,
SZ300015,2024-08-16,,,,
SZ300053,2024-08-16,,,,
SZ000933,2024-08-16,,,,
SH600200,2024-08-16,,,,
SZ300433,2024-08-16,,,,
SH601179,2024-08-16,,,,
SH601865,2024-08-16,,,,
SH600795,2024-08-16,,,,
SH600779,2024-08-16,,,,
SH600406,2024-08-16,,,,
SZ000426,2024-08-16,,,,
SH601099,2024-08-16,,,,
SH600452,2024-08-16,,,,
SH601888,2024-08-16,,,,
SZ002812,2024-08-16,,,,
SH600301,2024-08-16,,,,
SH603688,2024-08-16,,,,
SZ000519,2024-08-16,,,,
SZ002439,2024-08-16,,,,
SH600905,2024-08-16,,,,
SH688333,2024-08-16,,,,
SH688599,2024-08-16,,,,
SZ000977,2024-08-16,,,,
SH600988,2024-08-16,,,,
SZ002384,2024-08-16,,,,
SZ002555,2024-08-16,,,,
SH600690,2024-08-16,,,,
SZ002156,2024-08-16,,,,
SH603806,2024-08-16,,,,
SZ002709,2024-08-16,,,,
SH601899,2024-08-16,,,,
SZ002230,2024-08-16,,,,
SZ003816,2024-08-16,,,,
SZ002642,2024-08-16,,,,
SH688188,2024-08-16,,,,
SH600048,2024-08-16,,,,
SH603259,2024-08-16,,,,
SH600885,2024-08-16,,,,
SH603993,2024-08-16,,,,
SH601766,2024-08-16,,,,
SZ002460,2024-08-16,,,,
SZ002223,2024-08-16,,,,
SZ300476,2024-08-16,,,,
SH600066,2024-08-16,,,,
SH600019,2024-08-16,,,,
SH601600,2024-08-16,,,,
SH600845,2024-08-16,,,,
SH688169,2024-08-16,,,,
SH603882,2024-08-16,,,,
SH600741,2024-08-16,,,,
SZ002938,2024-08-16,,,,
SH601225,2024-08-16,,,,
SH603883,2024-08-16,,,,
SZ002916,2024-08-16,,,,
SH688036,2024-08-16,,,,
SH601901,2024-08-16,,,,
SZ300498,2024-08-16,,,,
SH600886,2024-08-16,,,,
SZ002155,2024-08-16,,,,
SH600150,2024-08-16,,,,
SZ000002,2024-08-16,,,,
SH601688,2024-08-16,,,,
SZ000333,2024-08-16,,,,
SZ000858,2024-08-16,,,,
SH601669,2024-08-16,,,,
SH600686,2024-08-16,,,,
SH601985,2024-08-16,,,,
SZ000568,2024-08-16,,,,
SZ002271,2024-08-16,,,,
SH603501,2024-08-16,,,,
SZ002607,2024-08-16,,,,
SZ002142,2024-08-16,,,,
SH601012,2024-08-16,,,,
SZ300750,2024-08-16,,,,
SZ002594,2024-08-16,,,,
